25
30224	273.4106
1869	1814.83
0	0
5020	552.4229
6610	2253.211
2139	2128.828
5431	875.2542
13541	194.5945
5985	483.4673
3896	736.3755
7116	1043.484
42303	255.8823
5452	307.3289
7482	491.1125
9958	537.6206
7288	780.9512
11925	450.2585
6809	677.0608
16003	229.4867
16450	1582.369
6173	254.9977
8543	1065.599
8033	450.3982
4782	601.9917
34092	880.5469
7982	818.1228
3716	1264.193
5020	552.4229
0	0
9942	1735.937
3276	1712.136
3820	871.6396
11799	706.5024
6731	2140.978
7333	2456.263
17165	2703.402
35303	1853.617
3344	2036.128
6758	2164.855
14110	1493.843
17481	955.802
13091	2086.845
8455	1649.619
8381	1506.451
92083	361.5388
2974	1808.52
8064	2591.447
12692	1589.835
6453	1916.578
70935	2574.082
14964	2526.562
11510	661.6543
6610	2253.211
9942	1735.937
0	0
35285	694.9363
2566	2404.839
19926	2430.269
2704	2184.402
3719	2339.509
4284	2503.828
13618	1733.132
1067	1967.256
2191	2027.319
4911	1686.675
7930	1024.566
4172	1936.304
2868	1891.166
3033	1503.794
32908	986.8149
1056	1872.696
1840	2725.79
6157	1401.321
2022	2090.089
14957	2415.489
4589	2388.689
3519	1129.327
2139	2128.828
3276	1712.136
35285	694.9363
0	0
940	2528.479
4951	2321.873
12250	408.1648
2015	844.1663
8085	1188.549
17580	1005.761
4608	775.239
6599	933.196
2722	912.2104
1278	1519.174
12891	992.3379
2336	795.2136
1755	1038.624
3865	2157.517
1504	660.5173
20618	197.8015
3065	1311.21
3546	496.4224
28398	1008.2
6227	926.6267
569	1800.098
5431	875.2542
3820	871.6396
2566	2404.839
940	2528.479
0	0
6237	813.5513
16132	540.7388
565	36.4947
51895	405.7886
40708	592.0278
7050	399.2253
14181	298.8486
10802	1161.676
8447	1475.479
19500	392.9045
5616	1205.747
7266	931.7148
24583	2288.748
4588	751.4614
20937	923.2229
12044	922.3145
5065	963.0435
166694	215.561
12359	132.7684
3520	1968.689
13541	194.5945
11799	706.5024
19926	2430.269
4951	2321.873
6237	813.5513
0	0

